,ISIN,NAME
8974,DE000ETFL474,Oekom Euro Nachhaltigkeit EUR (Dist)
8975,DE000ETFL482,Euro iSTOXX ex FIN Dividend+ EUR (Dist)
8976,DE000ETFL490,Eurozone Rendite Plus 1-10 EUR (Dist)
8977,DE000ETFL508,MSCI World EUR (Dist)
8978,DE000ETFL516,Germany 30 EUR (Dist)
8979,DE000ETFL524,US Treasury 7-10 USD (Dist)
8980,DE000ETFL532,Euro Corporates 0-3 Liquid EUR (Dist) HANDELSUNIVERSUM
8981,DE000ETFL540,MSCI Germany Climate Change ESG EUR (Dist)
8982,DE000ETFL557,MSCI EMU Climate Change ESG EUR (Dist)
8983,DE000ETFL565,MSCI Europe Climate Change ESG EUR (Dist)
8984,DE000ETFL573,MSCI USA Climate Change ESG EUR (Dist)
8985,DE000ETFL581,MSCI World Climate Change ESG EUR (Dist)
8986,DE000ETFL599,MSCI EUR Corporates Climate Change ESG EUR (Dist)
8987,DE000ETFL607,Future Energy ESG EUR (Dist)
8988,FR0007052782,CAC 40 EUR (Dist)
8989,FR0007054358,Euro STOXX 50 EUR (Acc)
8990,FR0007056841,Dow Jones Industr. Average EUR (Dist)
8991,FR0007075494,DJ Global Titans 50 EUR (Dist)
8992,FR0010010827,FTSE MIB EUR (Dist)
8993,FR0010150458,CAC 40 ESG EUR (Dist)
8994,FR0010245514,Japan (TOPIX) EUR (Dist)
8995,FR0010261198,MSCI Europe EUR (Acc)
8996,FR0010296061,MSCI USA EUR (Dist)
8997,FR0010315770,MSCI World EUR (Dist)
8998,FR0010342592,Nasdaq 100 2x Lev EUR (Acc)
8999,FR0010361683,MSCI India EUR (Acc)
9000,FR0010375766,MSCI India USD (Acc)
9001,FR0010377028,Japan (TOPIX) JPY (Dist)
9002,FR0010405431,MSCI Greece EUR (Dist)
9003,FR0010424135,EURO STOXX 50 (-1x) Inverse EUR (Acc)
9004,FR0010424143,EURO STOXX 50 (-2x) Inverse EUR (Acc)
9005,FR0010429068,MSCI Emerging Markets EUR (Acc)
9006,FR0010435297,MSCI Emerging Markets USD (Acc)
9007,FR0010446146,FTSE MIB (-1x) Inverse EUR (Acc)
9008,FR0010446666,FTSE MIB 2x Short EUR (Acc)
9009,FR0010468983,EURO STOXX 50 2x Lev EUR (Acc)
9010,FR0010510800,Euro Overnight Return EUR (Acc)
9011,FR0010524777,New Energy EUR (Dist)
9012,FR0010527275,World Water EUR (Dist)
9013,FR0010591362,CAC 40 (-1x) Inverse EUR (Acc)
9014,FR0010655704,MSCI France EUR (Acc)
9015,FR0010655712,DAX EUR (Acc)
9016,FR0010655746,MSCI Spain EUR (Acc)
9017,FR0010655761,MSCI UK EUR (Acc)
9018,FR0010688176,MSCI Europe Banks EUR (Acc)
9019,FR0010688192,MSCI Europe Healthcare EUR (Acc) HANDELSUNIVERSUM
9020,FR0010717090,MSCI EMU High Dividend EUR (Acc)
9021,FR0010754127,Euro Inflation EUR (Acc)
9022,FR0010754135,Gov Bond Euromts Broad Inv. Grade 1-3 EUR (Acc)
9023,FR0010754143,Gov Bond Euromts Broad Inv. Grade 10-15 EUR (Acc)
9024,FR0010754168,Gov Bond Euromts Broad Inv. Grade 3-5 EUR (Acc)
9025,FR0010754176,Gov Bond Euromts Broad Inv. Grade 5-7 EUR (Acc)
9026,FR0010754184,Gov Bond Euromts Broad Inv. Grade 7-10 EUR (Acc)
9027,FR0010754200,Govies 0-6 Months Euromts Inv. Grade EUR (Acc)
9028,FR0010755611,Lev MSCI USA EUR (Acc)
9029,FR0010756114,MSCI World Ex EMU EUR (Acc)
9030,FR0010757781,ETF Short Euro STOXX 50 EUR (Acc)
9031,FR0010790980,ETF STOXX Europe 50 EUR (Acc)
9032,FR0010791194,ETF Short MSCI USA EUR (Acc)
9033,FR0010821819,MSCI Europe Ex Emu EUR (Acc)
9034,FR0010869438,SMI 2x Inverse CHF (Acc)
9035,FR0010869495,ShortDAX 2x Lev EUR (Acc)
9036,FR0010869578,Bund 2x Inverse EUR (Acc)
9037,FR0010930644,MSCI Europe Energy EUR (Acc)
9038,FR0011023621,BTP (-2x) Inverse EUR (Acc)
9039,FR0011041334,CAC MID 60 EUR (Dist)
9040,FR0011119171,Russell 1000 Growth USD (Acc)
9041,FR0011475078,Japan (TOPIX) EUR Hedged (Dist)
9042,FR0011550185,S&P 500 EUR (Acc)
9043,FR0011550193,Stoxx Europe 600 EUR (acc)
9044,FR0011550672,Stoxx Europe 600 EUR (Dist)
9045,FR0011607084,10Y US Treasury 2x Short USD (Acc)
9046,FR0011660927,MSCI World EUR Hedged (Dist)
9047,FR0011669845,MSCI World USD Hedged (Dist)
9048,FR0011720911,Hwabao WP MSCI China A USD (Acc)
9049,FR0011758085,FTSE Italia EUR (Acc)
9050,FR0011857234,German Mid-Cap MDAX EUR (Dist)
9051,FR0012399731,Euro STOXX 50 CHF Hedged (Acc)
9052,FR0012399772,Euro STOXX 50 GBP Hedged (Acc)
9053,FR0012399806,Euro STOXX 50 USD Hedged (Acc)
9054,FR0012739431,Stoxx 50 EUR (Acc)
9055,FR0012740983,Stoxx 50 EUR (Dist)
9056,FR0013041530,S&P 500 EUR (Acc)
9057,FR0013209921,MSCI World EX EMU USD (Acc)
9058,FR0013284304,iSTOXX Europe Multi-Factor Market Neutral EUR (Acc) HANDELSUNIVERSUM
9059,FR0013380607,CAC 40 EUR (Acc)
9060,FR0014003FW1,MSCI World Climate Paris Aligned USD (Dist)
9061,FR0014003IY1,MSCI World EUR (Acc)
9062,FR0014003N93,MSCI World EUR (Acc)
9063,GB00B00FHZ82,Gold Bullion USD
9064,GB00B15KXN58,Aluminum USD
9065,GB00B15KXP72,Coffee USD
9066,GB00B15KXQ89,Copper USD
9067,GB00B15KXS04,Corn USD
9068,GB00B15KXT11,Cotton USD
9069,GB00B15KXV33,WTI Crude Oil USD
9070,GB00B15KXW40,Gasoline USD
9071,GB00B15KXX56,Gold USD
9072,GB00B15KXY63,Heating Oil USD
9073,GB00B15KXZ70,Lean Hogs USD
9074,GB00B15KY096,Live Cattle USD
9075,GB00B15KY104,Natural Gas USD
9076,GB00B15KY211,Nickel USD
9077,GB00B15KY328,Silver USD
9078,GB00B15KY435,Soybean Oil USD
9079,GB00B15KY542,Soybeans USD
9080,GB00B15KY658,Sugar USD
9081,GB00B15KY765,Wheat USD
9082,GB00B15KY872,Zinc USD
9083,GB00B15KY989,Commodities USD
9084,GB00B15KYB02,Energy USD
9085,GB00B15KYC19,Petroleum USD
9086,GB00B15KYF40,Precious Metals USD
9087,GB00B15KYG56,Indust. Metal USD
9088,GB00B15KYH63,Agriculture USD
9089,GB00B15KYJ87,Softs USD
9090,GB00B15KYK92,Livestock USD
9091,GB00B15KYL00,Grains USD
9092,IE0000BH4WF5,€ Corp Bond Ex-Financials EUR (Acc)
9093,IE0000FCGYF9,S&P China A MidCap 500 Swap USD (Acc)
9094,IE0000H445G8,New China ESG USD (Acc)
9095,IE0000MMQ5M5,MSCI USA ESG EUR (Acc)
9096,IE0000ZVYDH0,MSCI ACWI SRI PAB USD (Acc)
9097,IE0001VXZTV7,ESG Emerging Markets All Cap USD (Dist) HANDELSUNIVERSUM
9098,IE00021E4FE3,Corporate Bond ESG Multi-Factor EUR (Acc)
9099,IE00023EZQ82,Digital Entertainment & Education USD (Acc)
9100,IE00026BEVM6,S&P Global Industrials ESG EUR (Dist)
9101,IE00028H9QJ8,Corporate Green Bond USD - EUR Hedged
9102,IE0002EI5AG0,S&P 500 Equal Weight USD (Acc)
9103,IE0002MXIF34,Clean Energy USD (Acc)
9104,IE0002PA3YE5,MSCI USA Momentum Factor ESG USD (Acc)
9105,IE0002PG6CA6,Rare Earth & Strategic Metals USD (Acc)
9106,IE0002RPS3K2,Hydrogen USD (Acc)
9107,IE0002UTLE51,World ESG Biodiversity Screened Equity USD (Acc)
9108,IE0003W9O921,Corporate Green Bond USD
9109,IE0003Z9E2Y3,Copper Miners USD (Acc)
9110,IE0004KLW911,ESG USD Emerging Markets Bond Quality Weighted (Acc)
9111,IE0004U3TX15,Metaverse ESG Exclusions USD (Acc)
9112,IE0005042456,Core FTSE 100 GBP (Dist)
9113,IE00052T92P8,S&P Global Utilities ESG EUR (Dist)
9114,IE00053WDH64,Hydrogen Economy USD (Acc)
9115,IE0005B8WVT6,Sustainable Future of Food USD (Acc)
9116,IE0005NYD352,S&P Global Consumer Staples ESG EUR (Dist)
9117,IE0005QL4147,Ultrashort Bond ESG USD (Acc)
9118,IE00061J0RC6,S&P Global Consumer Discretionary ESG EUR (Dist)
9119,IE0006FFX5U1,MSCI Innovation USD (Acc)
9120,IE0006FM6MI8,S&P Global Health Care ESG EUR (Acc)
9121,IE0006GNB732,ESG EUR High Yield Corporate Bond (Acc)
9122,IE0006LBEDV2,Corporate Bond ESG Multi-Factor EUR (Dist)
9123,IE0006YM7D84,ESG USD High Yield Corporate Bond (Acc)
9124,IE00077FRP95,SuperDividend USD (Dist)
9125,IE0007P4PBU1,MSCI China USD (Acc)
9126,IE0008470928,STOXX Europe 50 EUR (Dist)
9127,IE0008471009,Core EURO STOXX 50 EUR (Dist)
9128,IE0008RX29L5,Wind Energy USD (Acc)
9129,IE0008T6IUX0,ESG Developed Asia Pacific All Cap USD (Dist)
9130,IE0008YN55P8,Quantitative Strategies ESG Global Equity Multi-Factor USD (Dist)
9131,IE000940RNE6,Blockchain USD (Acc)
9132,IE00098ZGGO6,Corp Bond 0-3yr ESG USD (Acc)
9133,IE0009MG7KH8,Electric Vehicles & Future Transportation USD (Acc)
9134,IE0009SJ3GE3,S&P Global Energy Carbon Reduced EUR (Dist)
9135,IE000AK4O3W6,€ Corp Bond 0-3Yr ESG EUR (Acc) HANDELSUNIVERSUM
9136,IE000ANYHV73,S&P Global Communication Services ESG EUR (Dist)
9137,IE000APK27S2,Global Aggregate Bond ESG EUR (Acc)
9138,IE000BKMMHF9,MSCI Pacific (Ex Japan) IMI SRI USD (Acc)
9139,IE000BPQIAA3,Digital Health USD (Acc)
9140,IE000BWKUES1,Clean Water USD (Acc)
9141,IE000CFH1JX2,Global Water USD (Acc)
9142,IE000CM02H85,FTSE Taiwan USD (Acc)
9143,IE000CNSFAR2,MSCI World USD (Dist)
9144,IE000COQKPO9,Nasdaq 100 ESG USD (Acc)
9145,IE000CR424L6,MSCI Europe SRI EUR Hedged (Dist)
9146,IE000CR7DJI8,S&P 500 ESG EUR Hedged (Acc)
9147,IE000DOZYQJ7,Asia Ex-Japan High Yield Corp USD Bond ESG Hedged EUR (Dist)
9148,IE000E7EI9P0,S&P Global Information Technology ESG EUR (Acc)
9149,IE000EBFYWX3,Agtech & Food Innovation USD (Acc)
9150,IE000EBPC0Z7,MSCI China Paris Aligned Climate USD (Acc)
9151,IE000EFHIFG3,S&P Global Communication Services ESG EUR (Acc)
9152,IE000ENYES77,S&P Global Financials ESG EUR (Dist)
9153,IE000F472DU7,China CNY Bond EUR (Dist)
9154,IE000F6G1DE0,€ Corp Bond 1-5Yr EUR (Acc)
9155,IE000FCGBU62,S&P Global Materials ESG EUR (Acc)
9156,IE000FI414K7,UK Property EUR Hedged (Acc)
9157,IE000FN81QD2,Smart Home Active USD (Acc)
9158,IE000FNVOB27,MSCI Emerging Markets Climate Paris Aligned USD (Acc)
9159,IE000FOSCLU1,MSCI EMU Paris-Aligned Climate EUR (Dist)
9160,IE000FP52WM7,Disruptive Materials USD (Acc)
9161,IE000FXHG8D6,US Treasury Bond 10+ Year USD EUR Hedged (Dist)
9162,IE000G6GSP88,FTSE EPRA Nareit Developed USD (Acc)
9163,IE000GEHNQU9,S&P Global Information Technology ESG EUR (Dist)
9164,IE000GWA2J58,MSCI Emerging Markets USD (Dist)
9165,IE000H1H16W5,MSCI World Value Factor ESG USD (Acc)
9166,IE000HH3SU50,MSCI Europe Paris-Aligned Climate EUR (Dist)
9167,IE000HJV1VH3,Emerging Market Internet & E-Commerce USD (Acc)
9168,IE000I8IKC59,MSCI Japan ESG Climate Paris Aligned USD (Acc)
9169,IE000I8KRLL9,MSCI Global Semiconductors USD (Acc)
9170,IE000IM4K4K2,Metaverse USD (Acc)
9171,IE000IZO7033,€ Green Bond EUR (Acc)
9172,IE000J0LN0R5,S&P Global Energy Carbon Reduced EUR (Acc)
9173,IE000J80JTL1,Nasdaq Clean Edge Smart Grid Infrastructure USD (Acc) HANDELSUNIVERSUM
9174,IE000JHYO4T6,MSCI Japan Climate Paris Aligned (Acc)
9175,IE000JKS50V3,S&P Global Health Care ESG EUR (Dist)
9176,IE000JNHCBM6,Wind Energy USD (Acc)
9177,IE000JZ473P7,S&P 500 USD (Acc)
9178,IE000K9Z3SF5,S&P China A 300 Swap USD (Acc)
9179,IE000KCS7J59,MSCI Emerging Markets USD (Acc)
9180,IE000KD0BZ68,MSCI Genomic Healthcare Innovation
9181,IE000KDY10O3,ETC Group Global Metaverse USD (Acc)
9182,IE000KYX7IP4,S&P Global Financials ESG EUR (Acc)
9183,IE000L2TO2T2,€ Corp Bond ESG EUR (Acc)
9184,IE000L2ZNB07,ESG North America All Cap USD (Dist)
9185,IE000L5NW549,MSCI World Momentum Factor ESG USD (Acc)
9186,IE000LAP5Z18,S&P 500 Equal Weight ESG Leaders USD (Acc)
9187,IE000LG4J7E7,Recycling Decarbonisation USD (Acc)
9188,IE000LTA2082,S&P Global Industrials ESG EUR (Acc)
9189,IE000M0ZXLY9,Cloud Computing USD (Acc)
9190,IE000MCVFK47,Corporate Green Bond EUR
9191,IE000MO2MB07,New Economy Real Estate USD (Acc)
9192,IE000MUAJIF4,Corporate Bond ESG Short Duration Multi-Factor EUR (Dist)
9193,IE000MWUQBJ0,Euro Stoxx 50 EUR (Acc)
9194,IE000N42HDP2,Quantitative Strategies Global Equity Low Volatility Low Carbon USD (Acc)
9195,IE000NDWFGA5,Uranium USD (Acc)
9196,IE000NFR7C63,MSCI China Tech USD (Acc)
9197,IE000NM0ALX6,S&P Global Consumer Discretionary ESG EUR (Acc)
9198,IE000NRGX9M3,ESG Developed Europe All Cap EUR (Dist)
9199,IE000O58J820,ESG North America All Cap USD (Acc)
9200,IE000O8KMPM1,BioRevolution USD (Acc)
9201,IE000O8S1EX4,Climate Change Solutions USD (Acc)
9202,IE000OKVTDF7,MSCI USA Value Factor ESG USD (Acc)
9203,IE000PA766T7,Corporate Bond ESG Short Duration Multi-Factor EUR (Acc)
9204,IE000PJL7R74,MSCI EM ESG Climate Paris Aligned USD (Acc)
9205,IE000PMX0MW6,S&P Global Utilities ESG EUR (Acc)
9206,IE000QF66PE6,S&P 500 ESG USD (Acc)
9207,IE000QOU09J7,China Large Cap USD (Acc)
9208,IE000QRNAC66,Pet Care
9209,IE000QUOSE01,ESG Developed Europe All Cap EUR (Acc)
9210,IE000R9FA4A0,S&P 500 ESG USD (Acc)
9211,IE000RDRMSD1,Blockchain Technology USD (Acc) HANDELSUNIVERSUM
9212,IE000RHYOR04,€ Ultrashort Bond EUR (Acc)
9213,IE000RLUE8E9,MSCI USA ESG Climate Paris Aligned USD (Acc)
9214,IE000RN036E0,Alerian Disruptive Technology Real Estate USD (Acc)
9215,IE000SE6KPV2,€ Corp Bond ESG Paris-Aligned Climate EUR (Acc)
9216,IE000T9EOCL3,MSCI World Small Cap ESG Enhanced USD (Acc)
9217,IE000TB3YTV4,Global Automotive Innovators USD (Acc)
9218,IE000TI21P14,MSCI Europe ESG Climate Paris Aligned EUR (Acc)
9219,IE000TLLSP66,Metaverse USD (Acc)
9220,IE000TSML5I8,MSCI USA ESG Screened EUR Hedged (Acc)
9221,IE000U58J0M1,Global Clean Energy USD (Acc)
9222,IE000U6US1Q0,Global Aggregate Bond ESG USD (Dist)
9223,IE000U7L59A3,MSCI USA ESG Enhanced Hedged (Acc)
9224,IE000UL6CLP7,Silver Miners USD (Acc)
9225,IE000UMV0L21,MSCI USA ESG USD (Dist)
9226,IE000UQND7H4,MSCI World USD (Acc)
9227,IE000UU299V4,MSCI Japan Climate Paris Aligned USD (Acc)
9228,IE000UX5WPU4,iBoxx EUR Corporate Bond Yield Plus (Acc)
9229,IE000UZCJS58,World Net Zero Pathway Paris USD (Acc)
9230,IE000V6NHO66,High Yield Bond Paris-Aligned EUR (Acc)
9231,IE000V93BNU0,MSCI World ESG Climate Paris Aligned USD (Acc)
9232,IE000VXC51U5,MSCI World ESG Screened Eur Hedged
9233,IE000WARATZ3,Europe Sustainable Equity EUR (Dist)
9234,IE000WIQIPT2,$ TIPS 0-5 EUR Hedged (Dist)
9235,IE000WP7CVZ7,S&P Global Materials ESG EUR (Dist)
9236,IE000X9TLGN8,New Economy Real Estate USD (Dist)
9237,IE000XAGSCY5,Blockchain USD (Acc)
9238,IE000XD7KCJ7,Solar USD (Acc)
9239,IE000XFORJ80,MSCI AC Asia Pacific Ex Japan Climate Paris Aligned USD (Acc)
9240,IE000XGNMWE1,Bloomberg Global Sustainable Aggregate 1-3 Yr Bond USD (Acc)
9241,IE000XIBT2R7,Quantitative Strategies Global Equity Low Volatility Low Carbon EUR (Acc)
9242,IE000XOQ9TK4,MSCI Next Generation Internet Innovation USD (Acc)
9243,IE000Y6L6LE6,EMU Net Zero Pathway Paris Aligned EUR (Acc)
9244,IE000YDOORK7,MSCI Fintech Innovation USD (Acc)
9245,IE000YDZG487,Nasdaq Global Semiconductor USD (Acc)
9246,IE000YKE1AQ5,MSCI USA Tech 125 ESG Universal Blue USD
9247,IE000YU9K6K2,Space Innovators USD (Acc)
9248,IE000YZIVX22,Catholic Principles Emerging Markets Sovereign Debt USD (Acc) HANDELSUNIVERSUM
9249,IE000Z9SJA06,S&P 500
9250,IE000ZIJ5B20,S&P Global Consumer Staples ESG EUR (Acc)
9251,IE000ZPUEP93,S&P U.S. Banks USD (Dist)
9252,IE000ZX8CQG2,€ Corp Bond ESG Paris-Aligned Climate EUR (Dist)
9253,IE0031442068,Core S&P 500 USD (Dist)
9254,IE0032077012,EQQQ Nasdaq 100 USD (Dist)
9255,IE0032523478,Corp Bond Large Cap EUR (Dist)
9256,IE0032895942,Corp Bond USD (Dist)
9257,IE00B00FV011,Core GBP Corp Bond GBP (Dist)
9258,IE00B00FV128,FTSE 250 GBP (Dist)
9259,IE00B02KXH56,MSCI Japan USD (Dist)
9260,IE00B02KXK85,China Large Cap USD (Dist)
9261,IE00B02KXL92,EURO STOXX Mid EUR (Dist)
9262,IE00B02KXM00,EURO STOXX EUR (Dist)
9263,IE00B0M62Q58,MSCI World USD (Dist)
9264,IE00B0M62S72,Euro Dividend EUR (Dist)
9265,IE00B0M62V02,Euro Total Market Growth EUR (Dist)
9266,IE00B0M62X26,Euro Inflation Linked Gov Bond EUR (Acc)
9267,IE00B0M62Y33,AEX EUR (Dist)
9268,IE00B0M63060,UK Dividend GBP (Dist)
9269,IE00B0M63177,MSCI EM USD (Dist)
9270,IE00B0M63284,European Property Yield EUR (Dist)
9271,IE00B0M63391,MSCI Korea USD (Dist)
9272,IE00B0M63516,MSCI Brazil USD (Dist)
9273,IE00B0M63623,MSCI Taiwan USD (Dist)
9274,IE00B0M63730,MSCI AC Far East ex-Japan USD (Dist)
9275,IE00B14X4M10,MSCI North America USD (Dist)
9276,IE00B14X4N27,MSCI Europe ex-UK EUR (Dist)
9277,IE00B14X4Q57,Euro Gov Bond 1-3y EUR (Dist)
9278,IE00B14X4S71,USD Treasury Bond 1-3y USD (Dist)
9279,IE00B14X4T88,Asia Pacific Dividend USD (Dist)
9280,IE00B1FZS244,Asia Property Yield USD (Dist)
9281,IE00B1FZS350,Developed Markets Property Yield USD (Dist)
9282,IE00B1FZS467,Global Infrastructure USD (Dist)
9283,IE00B1FZS574,MSCI Turkey USD (Dist)
9284,IE00B1FZS681,Euro Gov Bond 3-5y EUR (Dist)
9285,IE00B1FZS798,USD Treasury Bond 7-10y USD (Dist)
9286,IE00B1FZS806,Euro Gov Bond 7-10y EUR (Dist)
9287,IE00B1FZS913,Euro Gov Bond 15-30y EUR (Dist) HANDELSUNIVERSUM
9288,IE00B1FZSB30,Core UK Gilts GBP (Dist)
9289,IE00B1FZSC47,USD TIPS USD (Acc)
9290,IE00B1FZSD53,GBP Index-Linked Gilts GBP (Dist)
9291,IE00B1FZSF77,US Property Yield USD (Dist)
9292,IE00B1TXHL60,Listed Private Equity USD (Dist)
9293,IE00B1TXK627,Global Water USD (Dist)
9294,IE00B1TXLS18,UK Property GBP (Dist)
9295,IE00B1W57M07,BRIC 50 USD (Dist)
9296,IE00B1XNH568,FTSE MIB EUR (Dist)
9297,IE00B1XNHC34,Global Clean Energy USD (Dist)
9298,IE00B1YZSC51,MSCI Europe EUR (Dist)
9299,IE00B23D8S39,FTSE RAFI US 1000 USD (Dist)
9300,IE00B23D8X81,FRSE RAFI Europe EUR (Dist)
9301,IE00B23D9570,FTSE RAFI Emerging Markets USD (Dist)
9302,IE00B23LNQ02,FTSE RAFI All World 3000 USD (Dist)
9303,IE00B27YCF74,Global Timber & Forestry USD (Dist)
9304,IE00B27YCK28,MSCI EM Latin America USD (Dist)
9305,IE00B27YCN58,MSCI World Islamic USD (Dist)
9306,IE00B27YCP72,MSCI EM Islamic USD (Dist)
9307,IE00B296QM64,MSCI USA Islamic USD (Dist)
9308,IE00B2NPKV68,JPM USD EM Bond USD (Dist)
9309,IE00B2NPL135,EM Infrastructure USD (Dist)
9310,IE00B2QWCY14,S&P SmallCap 600 USD (Dist)
9311,IE00B2QWDR12,MSCI AC Far East ex-Japan Small Cap USD (Dist)
9312,IE00B2QWDY88,MSCI Japan Small Cap USD (Dist)
9313,IE00B3B8PX14,Global Inflation Linked Gov Bond USD (Acc)
9314,IE00B3B8Q275,Euro Covered Bond EUR (Dist)
9315,IE00B3BPCH51,Euro Cash 3 Months (Acc)
9316,IE00B3CNHG25,Gold Mining USD (Acc)
9317,IE00B3CNHJ55,Russell 2000 US Small Cap Quality USD (Acc)
9318,IE00B3DKXQ41,Euro Aggregate Bond EUR (Dist)
9319,IE00B3DWVS88,MSCI Emerging Markets USD (Acc)
9320,IE00B3F81409,Core Global Aggregate Bond USD (Dist)
9321,IE00B3F81G20,MSCI EM Small Cap USD (Dist)
9322,IE00B3F81K65,Global Gov Bond USD (Dist)
9323,IE00B3F81R35,Core Euro Corp Bond EUR (Dist)
9324,IE00B3FH7618,Euro Gov Bond 0-1y EUR (Dist)
9325,IE00B3LK4Z20,MSCI Europe Value EUR (Acc)
9326,IE00B3Q19T94,EURO STOXX Optimised Banks EUR (Acc) HANDELSUNIVERSUM
9327,IE00B3QMYK80,MSCI Mexico Capped USD (Dist)
9328,IE00B3RBWM25,FTSE All-World USD (Dist)
9329,IE00B3S1J086,MSCI Taiwan Capped USD (Dist)
9330,IE00B3S5XW04,Bloomberg Euro Government Bond (Dist)
9331,IE00B3T9LM79,Bloomberg Euro Corporate Bond (Dist)
9332,IE00B3VPKB53,S&P US Select Sector USD (Acc)
9333,IE00B3VSSL01,Technology S&P US Select Sector USD (Acc)
9334,IE00B3VTMJ91,Euro Gov Bond 1-3y EUR (Acc)
9335,IE00B3VTML14,Euro Gov Bond 3-7y EUR (Acc)
9336,IE00B3VTN290,Euro Gov Bond 7-10y EUR (Acc)
9337,IE00B3VVMM84,FTSE Emerging Markets USD (Dist)
9338,IE00B3VWLG82,MSCI UK Small Cap GBP (Acc)
9339,IE00B3VWM098,MSCI USA Small Cap USD (Acc)
9340,IE00B3VWMM18,MSCI EMU Small Cap EUR (Acc)
9341,IE00B3VWN179,USD Treasury Bond 1-3y USD (Acc)
9342,IE00B3W74078,Bloomberg UK Gilt GBP (Dist)
9343,IE00B3WJKG14,S&P 500 Information Tech USD (Acc)
9344,IE00B3WMTH43,Health Care S&P US Select Sector USD (Acc)
9345,IE00B3XXRP09,S&P 500 USD (Dist)
9346,IE00B3Y8D011,Portfolio Income EUR (Dist)
9347,IE00B3YC1100,Industrials S&P US Select Sector USD (Acc)
9348,IE00B3YCGJ38,S&P 500 USD (Acc)
9349,IE00B3YLTY66,MSCI ACWI IMI (Acc)
9350,IE00B3Z0X395,MSCI Korea Capped USD (Dist)
9351,IE00B3ZW0K18,S&P 500 EUR Hedged (Acc)
9352,IE00B40B8R38,S&P 500 Consumer Staples USD (Acc)
9353,IE00B41RYL63,Bloomberg Euro Aggregate Bond (Dist)
9354,IE00B428Z604,Spain Gov Bond EUR (Dist)
9355,IE00B42NKQ00,S&P 500 Energy USD (Acc)
9356,IE00B42TW061,FTSE 100 GBP (Dist)
9357,IE00B42WWV65,UK Gilt GBP (Dist)
9358,IE00B42YS929,MSCI World GBP Hedged (Acc)
9359,IE00B42Z5J44,MSCI Japan EUR Hedged (Acc)
9360,IE00B43HR379,S&P 500 Health Care USD (Acc)
9361,IE00B43QJJ40,Bloomberg Global Aggregate Bond (Dist)
9362,IE00B441G979,MSCI World EUR Hedged (Acc)
9363,IE00B449XP68,Consumer Discretionary S&P US Select Sector USD (Acc)
9364,IE00B44CGS96,USD Aggregate Bond USD (Dist)
9365,IE00B44CND37,Bloomberg US Treasury Bond (Dist) HANDELSUNIVERSUM
9366,IE00B44T3H88,MSCI China USD (Dist)
9367,IE00B44Z5B48,MSCI ACWI (Acc)
9368,IE00B4556L06,Physical Palladium
9369,IE00B459R192,Bloomberg US Aggregate Bond (Dist)
9370,IE00B4613386,Bloomberg EM Local Currency (Dist)
9371,IE00B466KX20,MSCI EM Asia (Acc)
9372,IE00B4694Z11,Bloomberg Sterling Corporate Bond (Dist)
9373,IE00B469F816,MSCI EM (Acc)
9374,IE00B46G8275,MSCI Indonesia USD (Dist)
9375,IE00B48X4842,MSCI EM Small Cap (Acc)
9376,IE00B4JNQZ49,S&P 500 Financials USD (Acc)
9377,IE00B4K48X80,Core MSCI Europe EUR (Acc)
9378,IE00B4K6B022,Euro Stoxx 50 EUR (Dist)
9379,IE00B4KBBD01,S&P 500 Utilities USD (Acc)
9380,IE00B4L5Y983,Core MSCI World USD (Acc)
9381,IE00B4L5YC18,MSCI EM USD (Acc)
9382,IE00B4L5YX21,Core MSCI Japan IMI USD (Acc)
9383,IE00B4L5ZG21,Euro Corp Bond ex-Fin EUR (Dist)
9384,IE00B4L5ZY03,Euro Corp Bond ex-Fin 1-5y EUR (Dist)
9385,IE00B4L60045,Euro Corp Bond 1-5y EUR (Dist)
9386,IE00B4LHWP62,Physical Platinum
9387,IE00B4LN9N13,S&P 500 Industrial USD (Acc)
9388,IE00B4M7GH52,MSCI Poland USD (Acc)
9389,IE00B4MCHD36,S&P 500 Consumer Discretionary USD (Acc)
9390,IE00B4MKCJ84,S&P 500 Materials USD (Acc)
9391,IE00B4NCWG09,Physical Silver
9392,IE00B4ND3602,Physical Gold USD (Acc)
9393,IE00B4PY7Y77,USD High Yield Corp Bond USD (Dist)
9394,IE00B4QNHH68,Dax Daily 2X Long EUR (Acc)
9395,IE00B4QNHZ41,Dax Daily 2X Short EUR (Acc)
9396,IE00B4TS3815,MSCI EM Latin America USD (Dist)
9397,IE00B4WPHX27,Longer Dated All Commodities USD (Acc)
9398,IE00B4WXJD03,MSCI Pacific ex-Japan USD (Dist)
9399,IE00B4WXJG34,Euro Gov Bond 5-7y EUR (Dist)
9400,IE00B4WXJH41,Euro Gov Bond 10-15y EUR (Dist)
9401,IE00B4WXJJ64,Core Euro Gov Bond EUR (Dist)
9402,IE00B4X9L533,MSCI World USD (Dist)
9403,IE00B4YBJ215,S&P 400 US Mid Cap (Acc)
9404,IE00B51B7Z02,MSCI Canada USD (Dist) HANDELSUNIVERSUM
9405,IE00B52MJD48,Nikkei 225 JPY (Acc)
9406,IE00B52MJY50,Core MSCI Pacific ex-Japan USD (Acc)
9407,IE00B52SF786,MSCI Canada USD (Acc)
9408,IE00B52SFT06,MSCI USA USD (Acc)
